Product_name,Rating,Price,Discount_rate,Customer_reviews,Category,Sub_Category
"Sadoer Sunscreen , Full Body Protection Sun Screen , Whitening Sunscreen, SPF PA+++ 60 Outdoor Protection, Vitamin C complementary, Sun Cream UVA-UVB, Moisturizing",4.1,229.0,89% off,120 Customer reviews,Face,Facial Essence
Electric Hot Comb Hair Straightener & Smoother - Anti-Frizz Ceramic Heating - Adjustable Temp - 360° Swivel Cord - Perfect for All Hair Types,4.5,825.0,(-51%),2 Customer reviews,Hair Styling Tools & Appliances,Hair Combs
Foisten Lace Melting Spray 200ml,4.4,699.0,87% off,12 Customer reviews,Styling Products,Hair Sprays
PREMIUM Mesh Nebulizer Portable Humidifier Machine Suit for Travel and Home Use with a Set of Accessories,4.5,978.0,51% off,2 Customer reviews,Oral Care,Breath Fresheners
100% PURE SOMALI QASIL POWDER 50gm & 100gm (Extremely soapy),4.8,320.0,(-54%),10 Customer reviews,Face,Treatments & Masks
"2 Packs Vaseline Daily Brightening Even Tone Body Lotion 400ml + 200ml for Glowing Skin, with Vitamin B3 & Triple Sunscreens For Radiant Looking Skin in 2 Weeks Vaseline Body Lotion and Oil",5.0,1099.0,(-83%),8 Customer reviews,Body,Lotions
Original Perfume Bodymist Spray For Women & Men 35ml,4.6,199.0,(-60%),21 Customer reviews,Beauty,Fragrance
【Discounted】Maybelline Super Stay up to 24H Skin Tint Foundation + Vitamin C -67,4.6,1809.0,55% off,46 Customer reviews,Beauty,Make Up
Cronier proffesional tongs curling stick 🔆super long curling rod 🔆digital display 🔆universal voltage 🔆ceramic coated,5.0,1899.0,37% off,1 Customer reviews,Women's,Bleaching
20PCS Aloe Vera Masks Good Night Gel Mask Facial Mask Sheet Pores Moisturizing Oil-Control Anti-Aging Replenishment Face Care Skin Care,4.6,299.0,(-57%),73 Customer reviews,Face,Treatments & Masks
AUQUEST 60pcs Eye Patches Hyaluronic Seaweed Mask Moisturizing Dark Circles Eye Bags Skin Care,4.5,459.0,54% off,272 Customer reviews,Eyes,Masks
Collagen Milk Bleaching Face Body Cream Whitening Cream Skin Whitening Moisturizing Body Lotion Skin Lightening Cream Body Care,5.0,449.0,72% off,4 Customer reviews,Body,Body Butter
"Sadoer 5 Serums Set, Vitamin C Face Serum+ Rose Water + Pomegranate Face Brightening + Collagen Face Serum + AHA BHA Serum + Moisturizing, Fade Dark Marks, Repair Acne , Brightening, Anti Wrinkles",4.4,759.0,85% off,88 Customer reviews,Face,Facial Essence
(PACK OF 2) NIVEA Black & White Invisible Original Antiperspirant Roll On 50ml - designed to protect your clothes from white marks and yellow staining so that black tops stay black & white stay white,5.0,780.0,28% off,37 Customer reviews,Deodorants & Antiperspirants,Combination Deodorants & Antiperspirants
Portable Household Medical Device Blood Oxygen Machine LED LCD Display Fingertip Pulse Oximeter For Heart Rate Measure Medical Supplies Equipment Home Tests Health Tests Saturometro Moni,3.8,489.0,65% off,16 Customer reviews,Health Monitors,Blood Pressure Monitors
Fascia Gun Electric Massager Gun 8-speed Adjustment 4 Replacement Head Portable Whole Body Relaxation Muscle Massage Gun Mini Portable Electric Deep Tissue Percussion Massager for Pain Relief,4.8,2599.0,(-56%),80 Customer reviews,Massage Tools & Equipment,Other Electric Massagers
"Original Asantee Tamarind & Goat Milk Herbal Soap 125g (Pack of 1) - Natural Skin Care Soap for Nourishing & Moisturizing, Ideal for All Skin Types/Asante soap",4.9,219.0,(-89%),4 Customer reviews,Body,Soaps
Green Tea Cleansing Mask Purifying Clay Mask Oil Control Remove Blackhead Mud,4.5,299.0,(-70%),532 Customer reviews,Face,Blackhead Removal Products
Electric Callus Remover with 3 Replaceable Rollers Foot File Pedicure Tools Hard Skin Remover,5.0,2199.0,(-50%),1 Customer reviews,Eyes,Rollers&Pens
【Discounted 】Maybelline New York Superstay Matte Ink Liquid Lipstick 50 Voyager Lip Makeup,4.6,1619.0,46% off,81 Customer reviews,Beauty,Make Up
Women Wigs Curly Short Black Girl Hair Ladies Wig Fast Delivery in 1-5 Days,4.0,690.0,80% off,19 Customer reviews,Wigs,Other Wigs
15 Modes 4 Output Electric EMS TENS Machine Muscle Stimulator with Electrode Pads Health Care,4.9,4499.0,(-50%),16 Customer reviews,Home Tests,Health Tests
14 Colors Long-lasting Eye Liner Pencil Waterproof Pigment Blue Brown Black Eye Shadow Women Fashion Color Eye Makeup Cosmetic,5.0,619.0,(-50%),0 Customer reviews,Beauty,Make Up
Nunix 2200W Hair Dryer HD01 Professional Blowers Blow Dryer Low Noise Hot And Cold Wind Styling Tools,4.2,999.0,(-66%),375 Customer reviews,Hair Styling Tools & Appliances,Hair Dryers & Accessories
3 In 1 Facial Lifting Device Neck Facial Eye Massage Face Slimmer EMS Beauty Skin Tightening Wrinkle Anti Aging Face Massager,4.4,639.0,47% off,29 Customer reviews,Skin Care Tools,Other Skin Care Tools
"5 in 1 Face Serums Combo, Eye Retinol Serum + Turmeric Anti Acne Serum Like Vitamin C + AHA BHA Fruit Acid Essence + Centella Asiatica + Niacinamide Face Serum Fade Dark Spots, Anti Acne, Moisturize",4.5,759.0,85% off,315 Customer reviews,Face,Facial Essence
HC Panty Liners 25 Pcs Human Cherish Panty Liners Skin Tendering 100% Natural Cotton For Skin Protection Highly Absorbent Maintain Freshness and Skin HQ Panty Liner,5.0,649.0,83% off,1 Customer reviews,Feminine Care,Panty Liners
Moroccan Argan Oil Lightening Sunburn Acne Scars Light Complexion Lotion / Oil /Serum,4.1,389.0,51% off,152 Customer reviews,Body,Oils
"ANUA Niacinamide 10 + TXA 4 Serum, Hyaluronic Acid, Tranexamic acid, Vitamin B12, Facial Serum for Glass Skin, Clarifying, Radiant Complexion with Natural Color, Korean Skin Care",4.8,988.0,(-50%),4 Customer reviews,Face,Toners & Astringents
30ml Perfume Perfumed Fragrance Lasting For Women Fresh And Light Fruity Bouquet 30ml Floral Jasmine,4.6,359.0,64% off,199 Customer reviews,Beauty,Fragrance
3 in 1 Hair Dryer Hot Comb Hair Brush Volumizer Hair Straightener Hot Air Curling Brushes Hair Styling Tools,4.1,1299.0,(-48%),27 Customer reviews,Hair Styling Tools & Appliances,Hot-Air Brushes
"Batana Oil Hair Mask 100% Pure Organic Batana Hair Oil Anti-breakage ,nourishing,damaged Hair Repaired Natural Hair Care Set Good Quality",4.3,1199.0,(-98%),15 Customer reviews,Hair Care,Hair & Scalp Care
"5Pcs/Pack Portable Toothbrush Protector Toothbrush Head Covers Storage Box Toothbrush Protector Case, Essential Bathroom Accessories for Home & Travel",5.0,299.0,(-40%),11 Customer reviews,Toothbrushes & Accessories,Toothbrush Travel Containers
Stainless Steel Toothpick Set Tooth Flossing Reusable Toothpicks Portable Toothpick Floss Teeth Cleaner Oral Cleaning,4.6,459.0,(-58%),10 Customer reviews,Dental Floss & Picks,Dental Picks
men's perfume - man deodorant stop sweating - fresh cool sports perfume | cool ocean scent | woody fragrance oriental fragrance long lasting fragrance | anti sweat deodorizing refresh fragrant charm,3.6,299.0,85% off,5 Customer reviews,Deodorants & Antiperspirants,Deodorants
"Mini Massage Gun, Powerful Fascial Gun Portable Deep Tissue Percussion Muscle Back Head Massager for Pain Relief with 4 Massage Heads High-Intensity Vibration Rechargeable Small Massage Gun",4.2,1099.0,73% off,6 Customer reviews,Massage Tools & Equipment,Other Electric Massagers
Hair Straightening Combs Negative Iron Straightener Lazy Straight Curling Double Use Hair Iron Hair Styling Tools hot comb Hot Comb,4.4,799.0,(-42%),97 Customer reviews,Hair Styling Tools & Appliances,Hair Combs
"Burt's Bees Kids Chest Rub Stick, Coconut Oil, Shea Butter and Manuka Honey Lavender & Eucalyptus, White, 1 Ounce",3.5,650.0,(-34%),2 Customer reviews,Sleep & Snoring,Medicinal Sleep Aids
6pcs Precision Long Tweezers Set ESD Anti-Static Stainless SteelTweezers Repair Tools For Electronics Repair Soldering Craft,5.0,377.0,58% off,0 Customer reviews,Women's,Tweezers
Berries Weekend Original Perfume (pink edition),4.8,1649.0,(-67%),64 Customer reviews,Beauty,Fragrance
"Hair Styling with 4-in-1 Hot Air Comb, Hair Dryer Brush, Blow Dryer, Hair Straightener Oval Barrel for All Hair Types",4.4,1298.0,(-56%),7 Customer reviews,Hair Styling Tools & Appliances,Hair Brushes
Permanant Hair Growth Removal Inhibitor Spray Beard Bikini Intimate Legs Body Armpit Painless Facial Stop Hair Depilatory 20ml,3.4,560.0,77% off,10 Customer reviews,Men's,Depilatories
"Dynamic Permanent Tattoo Ink 240ml/Bottle Colour Pigments Body Professional Tattooist Beauty Art Accessories Long Lasting Red, Blue, Black, Brown,Green, Pink, White, Yellow",4.5,2114.0,19% off,4 Customer reviews,Tattoo Supplies,Tattoo Inks
Essential Oils for Aroma Diffuser Air Humidifier Lavender Peppermint Eucalyptus Rosemary Essential Oils Home Water-soluble 10ml Air Freshener Scents Fragrance Oil Perfume -,2.7,450.0,(-99%),7 Customer reviews,Bath,Oils
Christian Dior Sauvage Dior Perfume For MenSauvage Parfum DIOR is a highly concentrated perfume that exudes the freshness off plump and spicy mandarin. It is a fragrance in which the exquisite freshne,5.0,1899.0,(-57%),0 Customer reviews,Beauty,Fragrance
"Dexe Black Shampoo Hair Dye- 400ml- Instant Black Hair Color for Men Women/ Black Hair Color/ Simple to Use/ Long Lasting- Fast Acting/ Natural Ingredients- No Hair Damage, Infused Natual Ingredients",5.0,675.0,33% off,3 Customer reviews,Hair Coloring Products,Hair Color
"Dark Blue Kinesiology Tape 5cm X 5m Roll Physiotherapy, Muscles Tape, Relaxing Pain Relief Sportstape Elastic Therapeutic, Kinesio tape, k-tape, KT",5.0,631.0,47% off,0 Customer reviews,First Aid,Bandages & Bandaging Supplies
"Comb Hair Tools Hair Oil,shampoo,Dye Applicator Brush Bottles Styling Tool Hair Coloring",5.0,399.0,(-69%),0 Customer reviews,Styling Products,Hair Sprays
One Piece Gairriy 13ml Gel Nail Polish too many Colors Glitter Soak Off UV LED Semi-Permanent Varnish Nail Art Salon Nail Polish,4.5,299.0,(-57%),49 Customer reviews,Beauty,Make Up
New Chubby Pier Foundation Brush Flat Cream Makeup Brushes Professional Cosmetic Make-up Brush Makeup,4.6,219.0,73% off,194 Customer reviews,Beauty,Make Up Tool & Accessories
"3 in 1, Collagen Serum + Retinol Serum Eye Essence + Collagen Cream , Anti Aging, Face Moisturizer, Anti Wrinkles anti Eye Puffiness, Fade Eye Dark Circles and Eye Bags",4.8,499.0,(-68%),174 Customer reviews,Skin Care,Skin Care Set
"12-piece beauty set, finger care, nail clippers, cleanser, cuticle, pedicure, nail art, ear pick, peeling tool, small scissors, box, makeup set, manicure tool",4.4,399.0,(-63%),333 Customer reviews,Beauty,Nail Care Tool
Luron Triple action Micellar cleansing water/3in1 makeup remover+ FREE Facial toner for all skin types,5.0,850.0,(-34%),3 Customer reviews,Beauty,Make Up
Dr. Rashel Breast Lifting Fast Cream - 7 magical oils with collagen Firming Enlarging Anti Sagging Tightening Bust,4.1,390.0,(-51%),25 Customer reviews,Body,Breast Enhancement Creams
Women Hair Removal Machine Trimmer Waterproof Electric Cordless Hair Shaver Portable Painless Razors For Armpit Hair And Leg,3.9,689.0,66% off,14 Customer reviews,Women's,"Epilators, Groomers & Trimmers"
New Arrival Rechargeable shaircut Hair Clipper Hair Cutting Tools Electric fader kids baby shaircut Men Hair Cutting Hair Trimmer Tools bald head clipper Shaving Machine,4.4,1199.0,(-53%),95 Customer reviews,Hair Cutting Tools,Hair Clippers & Trimmers
FLAT TUMMY TEA SLIMMING TEA Weight Lose Detox Burn Fat -,4.2,599.0,(-99%),501 Customer reviews,Vitamins & Dietary Supplements,Weight Loss
Barber Shaving Gown/Hairdressing Scarf Non-Stick Hair Anti-Static Barber Shop Haircutting Scarf Hair Salon Special Professional High-End Hairdressing Scarf Trendy,5.0,549.0,(-54%),13 Customer reviews,Hair Styling Tools & Appliances,Sets & Kits
240Pcs/Box Half Matte XS Almond Nail Tips Full Cover Soft Gel False Artificial Nails Extension Perfect for Extra Short Nail Bed,5.0,299.0,(-57%),6 Customer reviews,Beauty,Make Up
Generic Double Tube Dual Head Professional Sprague Rappaport Stethoscope- Black,4.5,1990.0,(-20%),13 Customer reviews,Health Monitors,Thermometers
